"","ISO3 Code","Country","DRF","Lin","DRF","Lin"
"1","AND","Andorra",16.7696012240002,19.0116995329432,420.43939231185,476.652204884058
"2","ARM","Armenia",10.6930800638198,20.8720676009027,49.409805774353,96.444130233265
"3","AUT","Austria",7.82341347364776,11.3751101557402,293.766733074616,427.1318344699
"4","BLR","Belarus",10.1163911627953,32.2247044425025,78.6236636652134,250.44744544043
"5","BEL","Belgium",10.3178671075612,12.5997500086549,367.902019670431,449.266638851132
"6","BIH","Bosnia and Herzegovina",9.72427421129057,16.6908155715674,47.1512753131948,80.9307947428077
"7","BGR","Bulgaria",19.1926137241,21.6486980575058,135.720119380205,153.088262340281
"8","HRV","Croatia",11.7545677772616,16.5261599089811,138.965634618285,195.376669144514
"9","CYP","Cyprus",8.84605081326305,8.65647137851123,189.71633851851,185.650533677597
"10","CZE","Czech Republic",11.1893172194822,15.731454286153,193.511656744161,272.064838470043
"11","DNK","Denmark",8.19749936129129,12.5912194342605,372.571626998207,572.26367502576
"12","EST","Estonia",14.2125636232035,19.39894460784,213.173494061458,290.963749594517
"13","FIN","Finland",4.50314063139697,12.0724456705502,162.998592186284,436.982055329381
"14","FRA","France",7.64632106020331,11.4281170009301,245.588041826655,367.05349591346
"15","GEO","Georgia",8.6062623216013,21.2467470435315,36.6181749636884,90.4012766025597
"16","DEU","Germany",11.305156913882,11.6440813349279,399.023976881188,410.986568057771
"17","GRC","Greece",9.38703986341786,10.8424180864391,173.303757875748,200.172985965749
"18","HUN","Hungary",19.416869789424,21.9555696655014,242.539654021659,274.251016166345
"19","IRL","Ireland",8.48680689053069,11.337405200173,431.053384504677,575.838115097009
"20","ITA","Italy",9.06135868484008,9.52216127613375,250.825037867614,263.580390727015
"21","KAZ","Kazakhstan",19.7087955677944,31.4465804481697,138.490101006665,220.969368097648
"22","KGZ","Kyrgyzstan",8.5440836650583,27.3484778485924,12.2355325928712,39.1643159406709
"23","LVA","Latvia",16.1457280839153,23.9477565778659,209.254726620547,310.371959061356
"24","LTU","Lithuania",14.7434674975179,24.4188959562358,198.280751459751,328.402870005652
"25","LUX","Luxembourg",6.62673162415386,10.2118733345569,460.65696947005,709.877944319142
"26","MLT","Malta",10.0697950829524,10.5014608320984,201.671134333154,210.316247820162
"27","MDA","Moldova",7.66981520712144,30.2888840716522,16.7337923591683,66.0834561405517
"28","NLD","Netherlands",6.60264279958608,10.649467672263,257.744593329255,415.718795893751
"29","NOR","Norway",7.32331788412325,10.1028267546771,387.367821999053,534.39029384173
"30","POL","Poland",14.0297867990427,18.8534123900411,169.449690935455,227.708727746963
"31","PRT","Portugal",11.6964056203323,11.7056157002428,213.871627181826,214.040035737486
"32","ROU","Romania",17.2996580756352,21.3082355948057,131.985113746792,162.567947090515
"33","RUS","Russia",12.3197459059604,32.1354006599322,95.747934511804,249.753384638327
"34","SRB","Serbia",18.7268283955918,20.6283185783027,109.803415789952,120.952667160347
"35","SVK","Slovakia",15.9000470112927,19.8762841530631,272.441614275674,340.573014445586
"36","SVN","Slovenia",9.90524491572968,13.4313848026262,193.159738666353,261.922123125149
"37","ESP","Spain",5.91330417061568,9.66765445259385,148.255523720541,242.382791864619
"38","SWE","Sweden",5.03788312994178,9.60252521221189,201.059161656406,383.231531806919
"39","CHE","Switzerland",4.9152857155036,9.13035654505896,317.380541690833,589.548130836248
"40","TJK","Tajikistan",3.38403716172788,5.05774899003435,4.8461015377389,7.24293616964535
"41","TUR","Turkey",10.6782972854505,15.2566558930589,122.956203073599,175.674120139636
"42","GBR","UK",9.7931500749569,11.8919902724313,395.297714176151,480.01680110246
"43","UKR","Ukraine",13.0081889655889,29.236636345678,24.3122250462417,54.6430932323922
"44","UZB","Uzbekistan",13.3022722845299,30.99165007743,19.0494841198986,44.3815111712939
