"","ISO3 Code","Country","DRF","Lin","DRF","Lin"
"1","AND","Andorra",0,52.4351003509153,0,1314.62766662563
"2","ARM","Armenia",0,57.5660769984299,0,265.997137093147
"3","AUT","Austria",0,31.3730522347793,0,1178.0483151804
"4","BLR","Belarus",0,88.8771468480927,0,690.74502842547
"5","BEL","Belgium",0,34.7506626093827,0,1239.09707554855
"6","BIH","Bosnia and Herzegovina",0,46.0340006908511,0,223.210678059854
"7","BGR","Bulgaria",0,59.7080578274978,0,422.224135430423
"8","HRV","Croatia",0,45.5798731586911,0,538.857414355223
"9","CYP","Cyprus",0,23.8749273640974,0,512.03230656564
"10","CZE","Czech Republic",0,43.3880402291721,0,750.366745614342
"11","DNK","Denmark",0,34.7271349114172,0,1578.32829070143
"12","EST","Estonia",0,53.503139235468,0,802.490770592629
"13","FIN","Finland",0,33.296334139901,0,1205.21565591975
"14","FRA","France",0,31.5192474364235,0,1012.34962497837
"15","GEO","Georgia",0,58.5994593185968,0,249.330681998857
"16","DEU","Germany",0,32.1148865325374,0,1133.51896297571
"17","GRC","Greece",0,29.9038641665825,0,552.085866309267
"18","HUN","Hungary",0,60.5544231685979,0,756.396319492885
"19","IRL","Ireland",0,31.2690603152001,0,1588.18675303982
"20","ITA","Italy",0,26.2625380338303,0,726.966266974498
"21","KAZ","Kazakhstan",0,86.7310467765239,0,609.44319946786
"22","KGZ","Kyrgyzstan",0,75.428300239591,0,108.016899434246
"23","LVA","Latvia",0,66.0489619649117,0,856.019462715177
"24","LTU","Lithuania",0,67.3483850144548,0,905.749505163214
"25","LUX","Luxembourg",0,28.1647941121986,0,1957.87447528177
"26","MLT","Malta",0,28.9634891193256,0,580.061426952866
"27","MDA","Moldova",0,83.5380694430981,0,182.261067626326
"28","NLD","Netherlands",0,29.3716984697419,0,1146.57065470022
"29","NOR","Norway",0,27.8640388667765,0,1473.87184589112
"30","POL","Poland",0,51.9985374750953,0,628.030648680406
"31","PRT","Portugal",0,32.2846010083383,0,590.331797194732
"32","ROU","Romania",0,58.7690474372658,0,448.369521344618
"33","RUS","Russia",0,88.630843102724,0,688.830778321484
"34","SRB","Serbia",0,56.8938065137043,0,333.59275583301
"35","SVK","Slovakia",0,54.8196626168658,0,939.315296789959
"36","SVN","Slovenia",0,37.0443478110469,0,722.392692267942
"37","ESP","Spain",0,26.6638145896079,0,668.502360493009
"38","SWE","Sweden",0,26.4841852908548,0,1056.96935684844
"39","CHE","Switzerland",0,25.1819234177476,0,1625.99957718286
"40","TJK","Tajikistan",0,13.949493330812,0,19.9763353209188
"41","TUR","Turkey",0,42.078525456692,0,484.516920889638
"42","GBR","UK",0,32.7986302448424,0,1323.9073704231
"43","UKR","Ukraine",0,80.6359241083334,0,150.708045441183
"44","UZB","Uzbekistan",0,85.476328880258,0,122.406152483086
