"","Andorra","Armenia","Austria","Belarus","Belgium","Bulgaria","Croatia","Cyprus","Denmark","Estonia","Finland","France","Georgia","Germany","Greece","Hungary","Ireland","Italy","Kazakhstan","Kyrgyzstan","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Norway","Poland","Portugal","Moldova","Romania","Russia","Serbia","Slovakia","Slovenia","Spain","Sweden","Switzerland","Tajikistan","Turkey","Ukraine","UK","Uzbekistan"
"71",2565.3125,10000,5708.97009966777,10000,3215.46218487398,2524.0414507772,5029.96784565919,1728.91891891891,7481.58877192994,4476.75,10000,6476.72354948814,10000,1920,2786.41909814325,2544.62337662337,4187.52293577981,2032.05072463769,9724.80000000004,10000,6193.62711864404,10000,7685.39999999999,1944.61582733812,10000,4657.66561514199,4251.32307692309,1887.64976958526,10000,3360,10000,2400,3368.25214899716,4358.01242236024,10000,10000,10000,6476.72354948814,5375.16339869285,10000,3119.99999999999,10000
"72",2715,10000,5969.70099667774,10000,3360,2635.64766839378,5316.01286173637,1825.94594594594,8231.25052631589,4746,10000,6824.84641638233,10000,1969.58388625593,2880,2673.03896103895,4331.00917431191,2135.92173913044,10000,10000,6628.88135593219,10000,8410.14084507039,2114.5597122302,10000,4929.46372239751,4447.75384615388,1920,10000,3364.06779661016,10000,2452.55696202532,3600,4625.59006211179,10000,10000,10000,6824.84641638233,5675.29411764708,10000,3359.99999999999,10000
"73",2880,10000,6495.94684385381,10000,3458.15126050423,2854.50777202072,5642.70096463024,1920,9087.15789473697,5015.25,10000,7487.15358361786,10000,2121.74075829384,2910.87533156499,2880,4594.49541284402,2232.46376811595,10000,10000,7121.89830508471,10000,9364.78873239432,2153.46187050359,10000,5201.26182965303,4712.86153846157,1920,10000,3600,10000,2561.62025316456,3622.00573065906,4893.16770186334,10000,10000,10000,7487.15358361786,5914.5098039216,10000,3360,10000
"74",2890.9375,10000,6844.38538205979,10000,3600,2880,5861.09324758845,1920,10000,5286,10000,8216.99112627996,10000,2157.98104265403,3024.03183023874,2880.15584415584,4857.98165137613,2400,10000,10000,7877.18237288133,10000,10000,2329.78417266185,10000,5537.41324921141,4977.96923076927,1961.84516129034,10000,3610.84745762711,10000,2701.3670886076,3854.441260745,5160.7453416149,10000,10000,10000,8216.99112627996,6392.15686274516,10000,3599.99999999999,10000
"75",2961.09375,10000,7492.42259136212,10000,3700.84033613448,2925.23316062176,6276.27009646308,1920,10000,5622.5,10000,9043.8225255974,10000,2352.79620853081,3220.58355437667,2936.10389610389,5121.46788990824,2404.34782608696,10000,10000,8595.25423728808,10000,10000,2400,10000,5749.90536277605,5243.07692307696,2119.06866359447,10000,3847.11864406779,10000,2880,3995.75931232095,5477.76397515526,10000,10000,10000,9043.8225255974,6717.64705882356,10000,3600,10000
"76",3132.5,10000,8203.48970099667,10000,3891.0924369748,3063.10880829015,6655.17684887463,2008.91891891891,10000,5823,10000,10000,10000,2400,3360,3096.15584415583,5419.93883792047,2508.40579710145,10000,10000,9549.55932203383,10000,10000,2451.5107913669,10000,6033.3123028392,5584.2461538462,2154.3069124424,10000,3977.62711864406,10000,2884.40506329114,4221.31805157595,5717.26708074533,10000,10000,10000,10000,7305.75163398702,10000,3839.99999999999,10000
"77",3356.875,10000,9002.7906976744,10000,4063.52941176474,3267.35751295336,7144.43729903543,2128.43378378378,10000,6184.5,10000,10000,10000,2460.56872037915,3437.66578249338,3311.99999999999,5685.62691131498,2612.46376811595,10000,10000,10000,10000,10000,2554.82014388488,10000,6528.45425867512,5773.29230769235,2326.45161290324,10000,4210.50847457627,10000,2938.93670886076,4369.51289398284,5963.47826086955,10000,10000,10000,10000,8033.27320261447,10000,3959.99999999999,10000
"78",3360,10000,10000,10000,4252.43697478993,3360,7868.52990353707,2176.2162162162,10000,6601.5,10000,10000,10000,2562.65402843602,3600,3360,5911.92660550457,2793.04347826088,10000,10000,10000,10000,10000,2676.25899280574,10000,6880.50473186129,6076.80000000008,2400,10000,4344.40677966101,10000,3100.40506329115,4616.38968481379,6462.11180124221,10000,10000,10000,10000,8767.05882352952,10000,4199.99999999999,10000
"79",3565.625,10000,10000,10000,4426.21848739499,3473.78238341968,8538.90675241168,2370.27027027026,10000,7021.5,10000,10000,10000,2689.47867298579,3654.7480106101,3519.5844155844,6350.82568807337,2880,10000,10000,10000,10000,10000,2880,10000,7502.16277602537,6543.50769230773,2441.75115207374,10000,4587.79661016948,10000,3312.00000000001,4863.26647564474,6757.26708074531,10000,10000,10000,10000,9721.04575163412,10000,4319.99999999999,10000
"80",3600,10000,10000,10000,4667.56302521012,3600,9425.5948553056,2400,10000,7685.40000000001,10000,10000,10000,2880,3861.64456233423,3600,6678.89908256879,2902.31884057971,10000,10000,10000,10000,10000,2880,10000,8178.53123028403,6897.23076923085,2541.0138248848,10000,4831.18644067795,10000,3360,5110.14326647569,7324.61614906828,10000,10000,10000,10000,10000,10000,4559.99999999999,10000
"81",3774.375,10000,10000,10000,4908.90756302524,3680.207253886,10000,2459.18918918918,10000,8329.17250000001,10000,10000,10000,2880,3991.83023872681,3727.16883116882,7164.77064220181,2983.04347826088,10000,10000,10000,10000,10000,2924.02877697841,10000,8926.94006309163,7506.67323076935,2640.55299539173,10000,5074.57627118643,10000,3508.25316455697,5382.69340974218,8017.16024844717,10000,10000,10000,10000,10000,10000,4799.99999999999,10000
"82",3919.375,10000,10000,10000,5150.25210084037,3871.70984455958,10000,2556.21621621621,10000,9115.50000000001,10000,10000,10000,2925.49763033176,4210.18567639258,3895.48051948051,7860.72415902139,3145.50724637683,10000,10000,10000,10000,10000,3047.05035971222,10000,9880.63091482669,8166.97353846164,2839.07834101385,10000,5330.62146892653,10000,3600,5655.93123209172,8704.09937888194,10000,10000,10000,10000,10000,10000,5039.99999999999,10000
"83",4103.125,10000,10000,10000,5428.79551820733,4006.63212435232,10000,2666.48648648647,10000,10000,10000,10000,10000,3049.62085308058,4328.91246684352,4054.75324675323,8488.07339449537,3353.62318840581,10000,10000,10000,10000,10000,3229.35251798559,10000,10000,8891.81538461552,2880,10000,5627.57062146892,10000,3704.50632911394,5850.77363896853,9592.79503105583,10000,10000,10000,10000,10000,10000,5279.99999999999,10000
"84",4263.75,10000,10000,10000,5675.29411764708,4214.92227979274,10000,2860.54054054052,10000,10000,10000,10000,10000,3230.33175355451,4557.45358090188,4239.27272727272,9313.76146788986,3360,10000,10000,10000,10000,10000,3360,10000,10000,9813.16923076939,2909.03225806452,10000,5804.74576271185,10000,3881.31645569621,6195.30085959895,10000,10000,10000,10000,10000,10000,10000,5599.99999999999,10000
"85",4431.875,10000,10000,10000,5874.28571428575,4333.05699481864,10000,2880,10000,10000,10000,10000,10000,3360,4785.99469496023,4382.33766233765,10000,3529.85507246378,10000,10000,10000,10000,10000,3402.58992805753,10000,10000,10000,2995.99078341015,10000,6096.27118644064,10000,4020.7594936709,6584.52722063042,10000,10000,10000,10000,10000,10000,10000,5759.99999999999,10000
"86",4656.25,10000,10000,10000,6231.26050420175,4556.2694300518,10000,2912.16216216216,10000,10000,10000,10000,10000,3398.672985782,5014.53580901858,4606.12987012985,10000,3600,10000,10000,10000,10000,10000,3600,10000,10000,10000,3153.17972350233,10000,6531.52542372879,10000,4219.44303797469,6942.80802292273,10000,10000,10000,10000,10000,10000,10000,5999.99999999999,10000
"87",4880.625,10000,10000,10000,6596.974789916,4779.48186528496,10000,3002.02702702701,10000,10000,10000,10000,10000,3600,5243.07692307694,4829.92207792206,10000,3706.08695652176,10000,10000,10000,10000,10000,3600,10000,10000,10000,3351.70506912445,10000,6829.83050847454,10000,4337.01265822786,7518.96389684828,10000,10000,10000,10000,10000,10000,10000,6479.99999999997,10000
"88",5105,10000,10000,10000,6956.63865546226,5002.69430051812,10000,3156.75675675674,10000,10000,10000,10000,10000,3600,5535.4907161804,5053.71428571427,10000,3877.10144927537,10000,10000,10000,10000,10000,3782.44604316545,10000,10000,10000,3360,10000,7357.22937853102,10000,4555.13924050634,8135.47965616058,10000,10000,10000,10000,10000,10000,10000,6719.99999999999,10000
"89",5345.83333333333,10000,10000,10000,7522.69355742308,5225.90673575128,10000,3350.81081081079,10000,10000,10000,10000,10000,3771.18483412323,5720.10610079577,5277.50649350648,10000,4002.31884057973,10000,10000,10000,10000,10000,3914.53237410071,10000,10000,10000,3508.75576036869,10000,7989.30395480222,10000,4773.26582278483,8796.10315186262,10000,10000,10000,10000,10000,10000,10000,7199.99999999997,10000
"90",5622.5,10000,10000,10000,8125.92268907572,5505.49222797925,10000,3360,10000,10000,10000,10000,10000,3907.67772511849,5928.70026525201,5575.06493506491,10000,4205.21739130436,10000,10000,10000,10000,10000,4075.68345323739,10000,10000,10000,3600,10000,8595.25423728807,10000,4991.39240506331,9629.34097421223,10000,10000,10000,10000,10000,10000,10000,7847.19999999998,10000
"91",5778.125,10000,10000,10000,8767.05882352953,5701.55440414507,10000,3498.9189189189,10000,10000,10000,10000,10000,4059.52606635072,6314.48275862073,5736.72727272726,10000,4309.27536231885,10000,10000,10000,10000,10000,4241.15107913668,10000,10000,10000,3665.80645161293,10000,9371.0734463276,10000,5209.51898734179,10000,10000,10000,10000,10000,10000,10000,10000,8399.99999999997,10000
"92",6005,10000,10000,10000,9573.55742296933,5895.54404145076,10000,3600,10000,10000,10000,10000,10000,4231.84834123223,6625.78249336872,5948.8831168831,10000,4506.66666666669,10000,10000,10000,10000,10000,4368.92086330933,10000,10000,10000,3852.16589861752,10000,10000,10000,5476.86075949369,10000,10000,10000,10000,10000,10000,10000,10000,9119.99999999996,10000
"93",6453.75,10000,10000,10000,10000,6237.51295336784,10000,3647.027027027,10000,10000,10000,10000,10000,4347.86729857821,6988.64721485415,6345.35064935062,10000,4714.78260869567,10000,10000,10000,10000,10000,4575.5395683453,10000,10000,10000,3951.42857142858,10000,10000,10000,5683.84810126583,10000,10000,10000,10000,10000,10000,10000,10000,9999.99999999995,10000
"94",6691.25,10000,10000,10000,10000,6581.96891191708,10000,3840.54054054053,10000,10000,10000,10000,10000,4552.03791469195,7531.32519893905,6636.46753246752,10000,4922.89855072466,10000,10000,10000,10000,10000,4782.15827338127,10000,10000,10000,4141.38248847929,10000,10000,10000,5863.89873417723,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"95",7111.25,10000,10000,10000,10000,6890.36269430048,10000,3937.56756756756,10000,10000,10000,10000,10000,4756.2085308057,8103.80477453586,7000.51948051945,10000,5131.01449275365,10000,10000,10000,10000,10000,4988.77697841725,10000,10000,10000,4269.9539170507,10000,10000,10000,6164.05063291143,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"96",7685.40000000002,10000,10000,10000,10000,7384.43523316057,10000,4109.18918918917,10000,10000,10000,10000,10000,4960.37914691944,8699.84084880643,7534.52675324671,10000,5358.84057971018,10000,10000,10000,10000,10000,5195.39568345322,10000,10000,10000,4418.43317972353,10000,10000,10000,6540.1518987342,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"97",8225.81041666667,10000,10000,10000,10000,7966.06632124348,10000,4251.62162162161,10000,10000,10000,10000,10000,5164.54976303318,9444.45623342182,8095.601038961,10000,5618.16425120775,10000,10000,10000,10000,10000,5442.68585131891,10000,10000,10000,4616.95852534565,10000,10000,10000,6796.55696202535,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"98",8846.25,10000,10000,10000,10000,8504.45595854915,10000,4377.29729729727,10000,10000,10000,10000,10000,5398.29383886257,10000,8674.90909090903,10000,5756.9082125604,10000,10000,10000,10000,10000,5659.08872901677,10000,10000,10000,4815.48387096777,10000,10000,10000,7244.23898734183,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"99",9608.125,10000,10000,10000,10000,9186.11398963722,10000,4571.35135135132,10000,10000,10000,10000,10000,5635.26066350712,10000,9396.57142857135,10000,5963.47826086959,10000,10000,10000,10000,10000,5815.25179856113,10000,10000,10000,5014.00921658989,10000,10000,10000,7832.45367088614,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"100",10000,10000,10000,10000,10000,10000,10000,4765.40540540538,10000,10000,10000,10000,10000,5777.06161137442,10000,10000,10000,6343.18840579715,10000,10000,10000,10000,10000,6043.7410071942,10000,10000,10000,5212.53456221201,10000,10000,10000,8337.02278481018,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
