"","ISO_Code","country","IPAP","DA_drf","DA_lin","NMB_drf","NMB_lin","NMB_relative"
"1","AND","Andorra",38.4,4.45629936758649,39.3263252631865,111.726198675869,985.970749969222,-88.668406372161
"2","ARM","Armenia",22.6,5.70353635119858,43.1745577488225,26.3544854857296,199.49785281986,-86.7895894049913
"3","AUT","Austria",30.1,5.19938775530301,23.5297891760845,195.235386702801,883.536236385302,-77.9029564761777
"4","BLR","Belarus",14.1,6.3771344440965,66.6578601360696,49.5625036252501,518.058771319103,-90.4330345572469
"5","BEL","Belgium",35.7,4.60064961257227,26.0629969570371,164.044396639006,929.32280666141,-82.3479639729994
"6","BIH","Bosnia and Herzegovina",25.5,5.46862863454507,34.5255005181383,26.5164071611298,167.40800854489,-84.1606101215764
"7","BGR","Bulgaria",38.6,4.33934194712781,44.7810433706233,30.6855551600143,316.668101572817,-90.3098685950349
"8","HRV","Croatia",31.1,5.09333674856461,34.1849048690183,60.2147851797748,404.143060766418,-85.1006262323091
"9","CYP","Cyprus",44.4,3.88571098406193,17.9061955230731,83.3346852735814,384.02422992423,-78.2996283099054
"10","CZE","Czech Republic",31.1,5.01421410400257,32.5410301718791,86.7174340938363,562.775059210757,-84.5911021331596
"11","DNK","Denmark",28.5,5.19393633218216,26.0453511835629,236.06141635629,1183.74621802607,-80.0581059722472
"12","EST","Estonia",32,4.97990405590908,40.127354426601,74.693318941828,601.868077944472,-87.589752359533
"13","FIN","Finland",16.6,6.19125468334838,24.9722506049257,224.102660755559,903.911741939813,-75.2074621494982
"14","FRA","France",29.3,5.25756823480892,23.6394355773176,168.864984531845,759.262218733781,-77.7593326303711
"15","GEO","Georgia",18,6.06763400332738,43.9495944889476,25.816745440328,186.998011499143,-86.1941069675779
"16","DEU","Germany",42.2,4.12556870720132,24.086164899403,145.615036127683,850.139222231782,-82.8716247504244
"17","GRC","Greece",37.7,4.53628701344636,22.4278981249369,83.7490409832954,414.064399731951,-79.7739093151908
"18","HUN","Hungary",38.5,4.34663602128047,45.4158173764485,54.2946215426375,567.297239619664,-90.4292463014559
"19","IRL","Ireland",32.7,4.95993923040687,23.4517952364001,251.920259266169,1191.14006477986,-78.8504923379664
"20","ITA","Italy",41.4,4.11150770008573,19.6969035253727,113.809541199637,545.224700230874,-79.1261215510882
"21","KAZ","Kazakhstan",27.5,5.26040112362663,65.048285082393,36.9638763789844,457.082399600896,-91.9130825402029
"22","KGZ","Kyrgyzstan",13.9,6.36959821758053,56.5712251796933,9.12156641366048,81.0126745756849,-88.7405687302191
"23","LVA","Latvia",29.5,5.17568070678226,49.5367214736838,67.0787743819312,642.014597036383,-89.5518303335197
"24","LTU","Lithuania",26.5,5.403687821359,50.5112887608411,72.6726790731794,679.312128872411,-89.3020195011373
"25","LUX","Luxembourg",28.4,5.33157850898276,21.123595584149,370.624455272587,1468.40585646133,-74.7600805566286
"26","MLT","Malta",41.7,4.29789435199325,21.7226168394942,86.0753592372409,435.04607021465,-80.2146565317159
"27","MDA","Moldova",11.5,6.48558886922419,62.6535520823236,14.1500798303148,136.695800719744,-89.64848974452
"28","NLD","Netherlands",27.2,5.33725448252781,22.0287738523064,208.348161160575,859.927991025166,-75.7714409421431
"29","NOR","Norway",31.7,4.88493078939487,20.8980291500824,258.389029459773,1105.40388441834,-76.6249211621201
"30","POL","Poland",32.5,4.97309580069683,38.9989031063215,60.0643159080642,471.022986510305,-87.2481136529947
"31","PRT","Portugal",43.4,3.95507640541521,24.2134507562537,72.3195359251372,442.748847896049,-83.6657878910807
"32","ROU","Romania",35.4,4.71911088785672,44.0767855779493,36.0037397614647,336.277141008464,-89.2934323000687
"33","RUS","Russia",17.1,6.12939853219414,66.473132327043,47.6371228544038,516.623083741113,-90.7791338882032
"34","SRB","Serbia",39.5,4.35841733948586,42.6703548852782,25.5552676194947,250.194566874758,-89.7858422991707
"35","SVK","Slovakia",34.9,4.76935007267831,41.1147469626494,81.7211063541778,704.486472592469,-88.3999041098051
"36","SVN","Slovenia",32.2,5.03019646243031,27.7832608582852,98.0926208680098,541.794519200957,-81.894866523811
"37","ESP","Spain",26.8,5.39050325158442,19.997860942206,135.148110028259,501.376770369757,-73.0446007842387
"38","SWE","Sweden",23.1,5.6121340226264,19.8631389681411,223.977200857714,792.727017636333,-71.7459862128145
"39","CHE","Switzerland",23.7,5.61015068861412,18.8864425633107,362.248049773262,1219.49968288715,-70.2953551479698
"40","TJK","Tajikistan",29.3,5.05953347516955,10.462119998109,7.24549163690071,14.9822514906891,-51.6395006357789
"41","TUR","Turkey",30.6,5.13404655819649,31.558894092519,59.1164353570711,363.387690667228,-83.7318552952288
"42","GBR","UK",35.9,4.52718550825868,24.5989726836318,182.738553924788,992.930527817325,-81.5960383123191
"43","UKR","Ukraine",19.6,5.89546217110257,60.4769430812501,11.0185824817437,113.031034080887,-90.2517192987382
"44","UZB","Uzbekistan",19.1,5.94989235030835,64.1072466601935,8.52052772774154,91.8046143623149,-90.7188459023263
