"","ISO_Code","country","IPAP","DA_drf","DA_lin","NMB_drf","NMB_lin","NMB_relative"
"1","AND","Andorra",38.4,39.5305164297538,14.2587746497074,991.090132883597,357.489153663044,177.236420385991
"2","ARM","Armenia",22.6,23.320417984996,15.654050700677,107.757289418795,72.3330976749488,48.9736965269152
"3","AUT","Austria",30.1,28.545595058427,8.53133261680519,1071.87818108188,320.348875852425,234.597141391455
"4","BLR","Belarus",14.1,12.7846425130626,24.1685283318769,99.3610682753864,187.835584080323,-47.1021059391507
"5","BEL","Belgium",35.7,35.7264798544549,9.4498125064912,1273.89158603688,336.949979138349,278.06548891752
"6","BIH","Bosnia and Herzegovina",25.5,26.8990384332125,12.5181116786756,130.428650947749,60.6980960571058,114.880959074959
"7","BGR","Bulgaria",38.6,39.5067418164278,16.2365235431294,279.3710014033,114.816196755211,143.320201590478
"8","HRV","Croatia",31.1,32.7784561477091,12.3946199317358,387.515648953549,146.532501858386,164.457130014786
"9","CYP","Cyprus",44.4,45.3701972553264,6.49235353388343,973.029421020026,139.237900258198,598.825118172331
"10","CZE","Czech Republic",31.1,33.9123265238093,11.7985907146148,586.490700097871,204.048628852532,187.426925334418
"11","DNK","Denmark",28.5,29.8210520934049,9.44341457569538,1355.3496508584,429.19775626932,215.786751226147
"12","EST","Estonia",32,31.7182778245394,14.54920845588,475.74078039167,218.222812195888,118.00689653134
"13","FIN","Finland",16.6,16.1041429017614,9.05433425291268,582.915977140946,327.736541497036,77.8611486159892
"14","FRA","France",29.3,27.7617061872349,8.5710877506976,891.663194183043,275.290121935095,223.899451209975
"15","GEO","Georgia",18,17.2274292752261,15.9350602826487,73.2997665887348,67.8009574519199,8.11022342968287
"16","DEU","Germany",42.2,42.0157403402406,8.73306100119592,1482.9770103928,308.239926043329,381.111265963754
"17","GRC","Greece",37.7,39.5495119011839,8.13181356482931,730.164048981806,150.129739474312,386.355369388183
"18","HUN","Hungary",38.5,39.4118713906889,16.466677249126,492.300857713451,205.688262124759,139.343194710279
"19","IRL","Ireland",32.7,34.7307198140663,8.50305390012977,1764.00789074638,431.878586322757,308.449954827833
"20","ITA","Italy",41.4,41.6299796010096,7.14162095710032,1152.34829268162,197.685293045261,482.920598153846
"21","KAZ","Kazakhstan",27.5,30.9612160442504,23.5849353361273,217.558801221929,165.727026073236,31.275390850125
"22","KGZ","Kyrgyzstan",13.9,12.7041991504557,20.5113583864443,18.1930150575915,29.3732369555032,-38.0626143276218
"23","LVA","Latvia",29.5,29.0848054591651,17.9608174333995,376.950050411943,232.778969296017,61.9347536214014
"24","LTU","Lithuania",26.5,27.5126878999573,18.3141719671769,370.010408501226,246.302152504239,50.2262179762546
"25","LUX","Luxembourg",28.4,26.7070353701359,7.65890500091767,1856.53843778639,532.408458239357,248.705661800687
"26","MLT","Malta",41.7,40.5293142204217,7.87609562407382,811.694051889363,157.737185865121,414.586365565967
"27","MDA","Moldova",11.5,9.76545078661338,22.7166630537391,21.3059925622635,49.5625921054139,-57.0119486144952
"28","NLD","Netherlands",27.2,28.6303357238864,7.98710075419726,1117.63038862192,311.789096920314,258.457174949758
"29","NOR","Norway",31.7,32.1599914617649,7.57712006600781,1701.10679956418,400.792720381298,324.435553107306
"30","POL","Poland",32.5,34.5911934213823,14.1400592925309,417.787320527332,170.781545810223,144.632591036264
"31","PRT","Portugal",43.4,44.2801008939214,8.77921177518212,809.672435905941,160.530026803115,404.37444759103
"32","ROU","Romania",35.4,37.4930952806291,15.9811766961043,286.047875842276,121.925960317886,134.607851434174
"33","RUS","Russia",17.1,15.9709683584399,24.1015504949492,124.124900314231,187.315038478745,-33.7346849872302
"34","SRB","Serbia",39.5,41.0864882293022,15.471238933727,240.907678283259,90.7145003702604,165.566890960067
"35","SVK","Slovakia",34.9,35.7382252137635,14.9072131147973,612.361696897505,255.42976083419,139.737803025629
"36","SVN","Slovenia",32.2,31.0353024254634,10.0735386019697,605.21177991409,196.441592343862,208.087392640706
"37","ESP","Spain",26.8,26.2970992599731,7.2507408394454,659.308249775429,181.787093898465,262.68154995848
"38","SWE","Sweden",23.1,21.093843581838,7.20189390915892,841.843765979683,287.423648855189,192.893006310634
"39","CHE","Switzerland",23.7,25.0201138406941,6.84776740879422,1615.55151491579,442.161098127186,265.37622186995
"40","TJK","Tajikistan",29.3,29.8153391677173,3.79331174252577,42.6969782196795,5.43220212723401,685.997597652356
"41","TUR","Turkey",30.6,32.1466035714007,11.4424919197942,370.154923691553,131.755590104727,180.940583543614
"42","GBR","UK",35.9,35.7264971282779,8.9189927043235,1442.08988346288,360.012600826846,300.566502436529
"43","UKR","Ukraine",19.6,22.1949953931285,21.9274772592585,41.4823096685856,40.9823199242942,1.22001327698146
"44","UZB","Uzbekistan",19.1,18.9266285391115,23.2437375580726,27.1038287359613,33.2861333784704,-18.5732135727964
