"","ISO_Code","country","IPAP","DA_drf","DA_lin","NMB_drf","NMB_lin","NMB_relative"
"1","AND","Andorra",38.4,6.62372578188803,39.3263252631865,166.066873348884,985.970749969222,-83.1570182630602
"2","ARM","Armenia",22.6,7.15515105825509,43.1745577488225,33.0620010291263,199.49785281986,-83.4273900386386
"3","AUT","Austria",30.1,7.02164460247008,23.5297891760845,263.660562314224,883.536236385302,-70.1584890968474
"4","BLR","Belarus",14.1,7.46119501002673,66.6578601360696,57.9877228518333,518.058771319103,-88.8067288766905
"5","BEL","Belgium",35.7,6.64034770555497,26.0629969570371,236.773482999921,929.32280666141,-74.5219334656675
"6","BIH","Bosnia and Herzegovina",25.5,7.06902961942387,34.5255005181383,34.2764667614559,167.40800854489,-79.5251929346829
"7","BGR","Bulgaria",38.6,6.50470560738066,44.7810433706233,45.9978736746129,316.668101572817,-85.474421501202
"8","HRV","Croatia",31.1,6.94865486085082,34.1849048690183,82.1488506237971,404.143060766418,-79.6733239788876
"9","CYP","Cyprus",44.4,6.07636333636621,17.9061955230731,130.316389541322,384.02422992423,-66.0655814433809
"10","CZE","Czech Republic",31.1,6.86767108827986,32.5410301718791,118.77171628963,562.775059210757,-78.8953482664643
"11","DNK","Denmark",28.5,6.90335837480099,26.0453511835629,313.753664147423,1183.74621802607,-73.4948539332514
"12","EST","Estonia",32,6.88562611289356,40.127354426601,103.277143814501,601.868077944472,-82.8405679584773
"13","FIN","Finland",16.6,7.39793491790105,24.9722506049257,267.780439344073,903.911741939813,-70.3753777144867
"14","FRA","France",29.3,7.04895359125738,23.6394355773176,226.401519864749,759.262218733781,-70.1813794656715
"15","GEO","Georgia",18,7.33104192888938,43.9495944889476,31.1923301877997,186.998011499143,-83.3194321491795
"16","DEU","Germany",42.2,6.3657245892213,24.086164899403,224.683015076279,850.139222231782,-73.5710329319423
"17","GRC","Greece",37.7,6.67484253106443,22.4278981249369,123.231104873688,414.064399731951,-70.238662161378
"18","HUN","Hungary",38.5,6.50833996427414,45.4158173764485,81.296858881455,567.297239619664,-85.6694421894315
"19","IRL","Ireland",32.7,6.89342907844372,23.4517952364001,350.124136608028,1191.14006477986,-70.6059642387451
"20","ITA","Italy",41.4,6.31908104283757,19.6969035253727,174.916786431817,545.224700230874,-67.9184038511556
"21","KAZ","Kazakhstan",27.5,6.92939596789468,65.048285082393,48.6915978304151,457.082399600896,-89.3473041462698
"22","KGZ","Kyrgyzstan",13.9,7.45199114709371,56.5712251796933,10.6716043681708,81.0126745756849,-86.8272410162178
"23","LVA","Latvia",29.5,6.96091465340935,49.5367214736838,90.2160797740199,642.014597036383,-85.9479706239596
"24","LTU","Lithuania",26.5,7.04375250137405,50.5112887608411,94.7294480965267,679.312128872411,-86.0550924869002
"25","LUX","Luxembourg",28.4,7.08498252127532,21.123595584149,492.512261263591,1468.40585646133,-66.4593913803583
"26","MLT","Malta",41.7,6.57930128348075,21.7226168394942,131.765854421946,435.04607021465,-69.7122067194095
"27","MDA","Moldova",11.5,7.46501212727652,62.6535520823236,16.2869586193591,136.695800719744,-88.0852531434006
"28","NLD","Netherlands",27.2,6.99173137046194,22.0287738523064,272.933280422208,859.927991025166,-68.2609144869409
"29","NOR","Norway",31.7,6.73011732343178,20.8980291500824,355.990403615803,1105.40388441834,-67.7954448474618
"30","POL","Poland",32.5,6.89546180938357,38.9989031063215,83.2823683776155,471.022986510305,-82.3188314025533
"31","PRT","Portugal",43.4,6.15533461740415,24.2134507562537,112.551793534281,442.748847896049,-74.578862470421
"32","ROU","Romania",35.4,6.7580773513565,44.0767855779493,51.559724708354,336.277141008464,-84.6674904652361
"33","RUS","Russia",17.1,7.36694742872617,66.473132327043,57.2552392997256,516.623083741113,-88.917405919009
"34","SRB","Serbia",39.5,6.56479364073084,42.6703548852782,38.492196888934,250.194566874758,-84.6150948161067
"35","SVK","Slovakia",34.9,6.77869856801958,41.1147469626494,116.15057359565,704.486472592469,-83.5127318813912
"36","SVN","Slovenia",32.2,6.92259748254444,27.7832608582852,134.995866533012,541.794519200957,-75.0835673398644
"37","ESP","Spain",26.8,7.03233062278177,19.997860942206,176.311217785362,501.376770369757,-64.8345858434295
"38","SWE","Sweden",23.1,7.09694467102826,19.8631389681411,283.235182133995,792.727017636333,-64.2707797472938
"39","CHE","Switzerland",23.7,7.11952731529833,18.8864425633107,459.708665314191,1219.49968288715,-62.3035026769472
"40","TJK","Tajikistan",29.3,6.80935791232837,10.462119998109,9.75132313059468,14.9822514906891,-34.9141673622636
"41","TUR","Turkey",30.6,6.96792621912797,31.558894092519,80.2328056897521,363.387690667228,-77.920879614157
"42","GBR","UK",35.9,6.57652039487084,24.5989726836318,265.459373074779,992.930527817325,-73.265060783425
"43","UKR","Ukraine",19.6,7.21530793127099,60.4769430812501,13.4853660772486,113.031034080887,-88.0693243347679
"44","UZB","Uzbekistan",19.1,7.27712068251528,64.1072466601935,10.4211815782313,91.8046143623149,-88.6485209369725
