"","ISO3 Code","Country","DRF","Lin","DRF","Lin"
"1","AND","Andorra",10.1235855965165,28.529558197745,253.813678653539,715.279388660631
"2","ARM","Armenia",6.4691459863208,31.3212854166666,29.8921587421336,144.727115087899
"3","AUT","Austria",4.72861443067748,17.0698504166667,177.557995362083,640.96755308504
"4","BLR","Belarus",6.18227034920414,48.3574116666666,48.0480377637888,375.829365375162
"5","BEL","Belgium",6.22800901667943,18.90758375,222.070809003044,674.183741290403
"6","BIH","Bosnia and Herzegovina",5.88139010981318,25.04676625,28.517814107928,121.447312724663
"7","BGR","Bulgaria",11.5883733753746,32.4867216666666,81.9469114804989,229.729092986174
"8","HRV","Croatia",7.0956898860757,24.79967875,83.887137898895,293.188415016838
"9","CYP","Cyprus",5.33197356643819,12.990175,114.351875594642,278.593068222001
"10","CZE","Czech Republic",6.75447422064794,23.6071183333333,116.8140531933,408.269109725908
"11","DNK","Denmark",4.94941520032989,18.8947825,224.948071674639,858.756987654505
"12","EST","Estonia",8.58794203210152,29.1106704166666,128.81009072786,436.629414067212
"13","FIN","Finland",2.72798929770628,18.1162941666666,98.7440658470913,655.749106348295
"14","FRA","France",4.62626176649616,17.1493941666666,148.588394244213,550.812096267528
"15","GEO","Georgia",5.18742980927713,31.88354125,22.0716270629106,135.659017623024
"16","DEU","Germany",6.81791118168464,17.4734770833333,240.643279386765,616.739455174868
"17","GRC","Greece",5.66909263994365,16.2704758333333,104.662925964209,300.385919882153
"18","HUN","Hungary",11.7217215898786,32.9472229166666,146.418157498068,411.549757187709
"19","IRL","Ireland",5.12134471008755,17.0132691666666,260.118204523011,864.120905586216
"20","ITA","Italy",5.47094225533101,14.2892566666667,151.439684278335,395.537078839295
"21","KAZ","Kazakhstan",11.9210269311976,47.1897341666666,83.7668754605428,331.593629287957
"22","KGZ","Kyrgyzstan",5.24011515991593,41.0399916666666,7.50409316469543,58.7712123773118
"23","LVA","Latvia",9.74625219827405,35.9367616666666,126.315105068348,465.753987624603
"24","LTU","Lithuania",8.93109314651027,36.6437683333333,120.111762090242,492.811743416098
"25","LUX","Luxembourg",4.00234630018888,15.3242604166667,278.22293431871,1065.26531679376
"26","MLT","Malta",6.07537332152451,15.7588245833333,121.673521571801,315.60721973959
"27","MDA","Moldova",4.7303847845492,45.4524583333333,10.3206237211709,99.1669263762099
"28","NLD","Netherlands",4.00043750512391,15.9809283333333,156.163398383735,623.840786079958
"29","NOR","Norway",4.42331138092761,15.1606216666666,233.9716126987,801.922992841844
"30","POL","Poland",8.47718877079287,28.2920275,102.38623279082,341.706925734574
"31","PRT","Portugal",7.05122665640215,17.5658175,128.933397796249,321.195253777224
"32","ROU","Romania",10.4466925162197,31.9758129166666,79.7014538670521,243.954608033339
"33","RUS","Russia",7.51889615269751,48.2233995833333,58.4361708370328,374.787835762723
"34","SRB","Serbia",11.3008508910976,30.9555079166666,66.2617290532513,181.505401499968
"35","SVK","Slovakia",9.60748818619773,29.82698125,164.620871166177,511.074647449081
"36","SVN","Slovenia",5.97809297633782,20.15556125,116.577317053398,393.048629977956
"37","ESP","Spain",3.57137970719742,14.5075883333333,89.5399177208805,363.727290905857
"38","SWE","Sweden",3.0586900172677,14.4098533333333,122.070646495082,575.089369098811
"39","CHE","Switzerland",2.97043994889629,13.7013020833333,191.801635674439,884.694589240686
"40","TJK","Tajikistan",2.04744760446766,7.58981825431958,2.9320419694754,10.8689793154152
"41","TUR","Turkey",6.44094443767968,22.8946208333333,74.1648271343949,263.62214623037
"42","GBR","UK",5.9105628947931,17.8454970833333,238.578188215539,720.328408263455
"43","UKR","Ukraine",7.89954507522678,43.8734220833333,14.7642010844012,81.9991556134699
"44","UZB","Uzbekistan",8.06557236698596,46.5070512499999,11.5502817440804,66.6003007080599
