"","ISO_Code","country","IPAP","S2_DA_drf","S2_DA_lin","S2_NMB_drf","S2_NMB_lin","S2_NMB_relative"
"1","AND","Andorra",38.4,26.6248885632169,19.0116995329432,667.526425844214,476.652204884058,40.0447577928618
"2","ARM","Armenia",22.6,15.7761853290281,20.8720676009027,72.8974484727669,96.444130233265,-24.4148417363989
"3","AUT","Austria",30.1,19.0034069189965,11.3751101557402,713.571995994509,427.1318344699,67.0613001440414
"4","BLR","Belarus",14.1,8.57863134855911,32.2247044425025,66.6723355199522,250.44744544043,-73.3787120875982
"5","BEL","Belgium",35.7,24.0868553996905,12.5997500086549,858.859942338444,449.266638851132,91.1693119557525
"6","BIH","Bosnia and Herzegovina",25.5,18.0745316171245,16.6908155715674,87.6401876292808,80.9307947428077,8.29028419626318
"7","BGR","Bulgaria",38.6,26.7064398160141,21.6486980575058,188.853964976032,153.088262340281,23.3627987469423
"8","HRV","Croatia",31.1,22.1518879899389,16.5261599089811,261.88552661799,195.376669144514,34.0413508760773
"9","CYP","Cyprus",44.4,30.6258925033393,8.65647137851123,656.816506285904,185.650533677597,253.791876206798
"10","CZE","Czech Republic",31.1,23.0188227940474,15.731454286153,398.094937144207,272.064838470043,46.3235526438823
"11","DNK","Denmark",28.5,20.1917156877685,12.5912194342605,917.701854446025,572.26367502576,60.3634643426765
"12","EST","Estonia",32,21.2663765050815,19.39894460784,318.97326237565,290.963749594517,9.62646131010025
"13","FIN","Finland",16.6,10.6772925159854,12.0724456705502,386.482188971048,436.982055329381,-11.5565080401912
"14","FRA","France",29.3,18.5741775363658,11.4281170009301,596.573941086309,367.05349591346,62.5305160496177
"15","GEO","Georgia",18,11.543142375594,21.2467470435315,49.1140975425927,90.4012766025597,-45.671013299383
"16","DEU","Germany",42.2,28.3349156524347,11.6440813349279,1000.10206088729,410.986568057771,143.34178744905
"17","GRC","Greece",37.7,26.8087892125563,10.8424180864391,494.944517359617,200.172985965749,147.258397516389
"18","HUN","Hungary",38.5,26.65205727671,21.9555696655014,332.915697584767,274.251016166345,21.3908711218191
"19","IRL","Ireland",32.7,23.5010044114227,11.337405200173,1193.6394478477,575.838115097009,107.287328947757
"20","ITA","Italy",41.4,28.0544661176622,9.52216127613375,776.568147345391,263.580390727015,194.622883441154
"21","KAZ","Kazakhstan",27.5,21.1817128549144,31.4465804481697,148.840021333661,220.969368097648,-32.6422378743974
"22","KGZ","Kyrgyzstan",13.9,8.51162751061236,27.3484778485924,12.1890538420618,39.1643159406709,-68.8771435187921
"23","LVA","Latvia",29.5,19.530312452091,23.9477565778659,253.120216798866,310.371959061356,-18.4461709864623
"24","LTU","Lithuania",26.5,18.6116433096103,24.4188959562358,250.302760999179,328.402870005652,-23.7817985589253
"25","LUX","Luxembourg",28.4,17.7995903343178,10.2118733345569,1237.33777165937,709.877944319142,74.3028898927308
"26","MLT","Malta",41.7,27.2454817099208,10.5014608320984,545.654321327253,210.316247820162,159.444682464017
"27","MDA","Moldova",11.5,6.55767417959489,30.2888840716522,14.3073535824606,66.0834561405517,-78.3495682307678
"28","NLD","Netherlands",27.2,19.2051420412267,10.649467672263,749.703062167296,415.718795893751,80.3389862504327
"29","NOR","Norway",31.7,21.6949164566941,10.1028267546771,1147.55533888546,534.39029384173,114.741052019432
"30","POL","Poland",32.5,23.4256964995559,18.8534123900411,282.932099300923,227.708727746963,24.2517588589428
"31","PRT","Portugal",43.4,29.9415930080849,11.7056157002428,547.489324919048,214.040035737486,155.788279530344
"32","ROU","Romania",35.4,25.1454533938753,21.3082355948057,191.843417476529,162.567947090515,18.0081442313558
"33","RUS","Russia",17.1,10.6459073040942,32.1354006599322,82.7390145179853,249.753384638327,-66.8717144162825
"34","SRB","Serbia",39.5,27.7979004821629,20.6283185783027,162.990996673475,120.952667160347,34.756016961079
"35","SVK","Slovakia",34.9,24.0975835821372,19.8762841530631,412.903469190853,340.573014445586,21.237870200319
"36","SVN","Slovenia",32.2,20.5692385001835,13.4313848026262,401.115648029249,261.922123125149,53.143095834479
"37","ESP","Spain",26.8,17.7964066246875,9.66765445259385,446.182964441021,242.382791864619,84.0819478184047
"38","SWE","Sweden",23.1,14.0388866191656,9.60252521221189,560.284290332752,383.231531806919,46.1999454196886
"39","CHE","Switzerland",23.7,16.793110905464,9.13035654505896,1084.3330264687,589.548130836248,83.9261240520979
"40","TJK","Tajikistan",29.3,20.1277127791173,5.05774899003435,28.8238382702167,7.24293616964535,297.957921968378
"41","TUR","Turkey",30.6,21.678668962055,15.2566558930589,249.620960346893,175.674120139636,42.093189451286
"42","GBR","UK",35.9,24.1215013280524,11.8919902724313,973.657532509333,480.01680110246,102.838219469219
"43","UKR","Ukraine",19.6,14.91922563601,29.236636345678,27.8839408112728,54.6430932323922,-48.9707863120324
"44","UZB","Uzbekistan",19.1,12.6615363103741,30.99165007743,18.1319198494,44.3815111712939,-59.1453301817092
