"","ISO_Code","country","IPAP","DA_drf","DA_lin","NMB_drf","NMB_lin","NMB_relative"
"1","AND","Andorra",38.4,28.3747354824803,14.2587746497074,711.397747859966,357.489153663044,98.9984145170748
"2","ARM","Armenia",22.6,16.8140653242127,15.654050700677,77.6932087843975,72.3330976749488,7.4103159988198
"3","AUT","Austria",30.1,20.2482180469581,8.53133261680519,760.314265157191,320.348875852425,137.339451600712
"4","BLR","Belarus",14.1,9.14159175375654,24.1685283318769,71.0476121223294,187.835584080323,-62.1756375554762
"5","BEL","Belgium",35.7,25.6702856478285,9.4498125064912,915.319982017605,336.949979138349,171.648624035611
"6","BIH","Bosnia and Herzegovina",25.5,19.2619547960788,12.5181116786756,93.3977913339497,60.6980960571058,53.8726869555833
"7","BGR","Bulgaria",38.6,28.4634354413629,16.2365235431294,201.278518476185,114.816196755211,75.304986721788
"8","HRV","Croatia",31.1,23.6087598575224,12.3946199317358,279.109054311446,146.532501858386,90.475867655073
"9","CYP","Cyprus",44.4,32.6402605217304,6.49235353388343,700.017538356052,139.237900258198,402.749278075843
"10","CZE","Czech Republic",31.1,24.5343891589468,11.7985907146148,424.305630113637,204.048628852532,107.943387073816
"11","DNK","Denmark",28.5,21.5207256884402,9.44341457569538,978.104593918659,429.19775626932,127.891357685687
"12","EST","Estonia",32,22.662117710846,14.54920845588,339.907911290967,218.222812195888,55.7618600322355
"13","FIN","Finland",16.6,11.376242701824,9.05433425291268,411.781842174348,327.736541497036,25.6441653693572
"14","FRA","France",29.3,19.7922863682283,8.5710877506976,635.697718441913,275.290121935095,130.91918953481
"15","GEO","Georgia",18,12.3006418142684,15.9350602826487,52.3371281618959,67.8009574519199,-22.8076857188779
"16","DEU","Germany",42.2,30.1976555847628,8.73306100119592,1065.84886133906,308.239926043329,245.785464920347
"17","GRC","Greece",37.7,28.5732286709799,8.13181356482931,527.519641481623,150.129739474312,251.375845537842
"18","HUN","Hungary",38.5,28.4056111971261,16.466677249126,354.819658716428,205.688262124759,72.5036008623643
"19","IRL","Ireland",32.7,25.0470775766558,8.50305390012977,1272.16604556128,431.878586322757,194.565668650807
"20","ITA","Italy",41.4,29.898561305713,7.14162095710032,827.614051327557,197.685293045261,318.652312763635
"21","KAZ","Kazakhstan",27.5,22.5793868201295,23.5849353361273,158.661220602343,165.727026073236,-4.26352034324865
"22","KGZ","Kyrgyzstan",13.9,9.06986588047115,20.5113583864443,12.9884776348006,29.3732369555032,-55.7812519795603
"23","LVA","Latvia",29.5,20.8125189343678,17.9608174333995,269.738096495925,232.778969296017,15.8773480747342
"24","LTU","Lithuania",26.5,19.8360402019716,18.3141719671769,266.769330749019,246.302152504239,8.30978456204423
"25","LUX","Luxembourg",28.4,18.9658226228636,7.65890500091767,1318.40836002928,532.408458239357,147.630994516724
"26","MLT","Malta",41.7,29.0346917765856,7.87609562407382,581.487426244695,157.737185865121,268.643210575543
"27","MDA","Moldova",11.5,6.9882739432755,22.7166630537391,15.2468243312015,49.5625921054139,-69.2372338017082
"28","NLD","Netherlands",27.2,20.4665684782833,7.98710075419726,798.944836090659,311.789096920314,156.245277330801
"29","NOR","Norway",31.7,23.1213108279801,7.57712006600781,1223.00464883753,400.792720381298,205.146422737921
"30","POL","Poland",32.5,24.9671175036623,14.1400592925309,301.549154320253,170.781545810223,76.5701047438366
"31","PRT","Portugal",43.4,31.9113888252488,8.77921177518212,583.507521475131,160.530026803115,263.488085746591
"32","ROU","Romania",35.4,26.7960532424582,15.9811766961043,204.436418321584,121.925960317886,67.6725922753255
"33","RUS","Russia",17.1,11.3432179096352,24.1015504949492,88.1584485471744,187.315038478745,-52.9357336906093
"34","SRB","Serbia",39.5,29.6268812807409,15.471238933727,173.715094468132,90.7145003702604,91.4965013962448
"35","SVK","Slovakia",34.9,25.6820576065742,14.9072131147973,440.052864452949,255.42976083419,72.2794019834699
"36","SVN","Slovenia",32.2,21.915635134495,10.0735386019697,427.371396800475,196.441592343862,117.556471468823
"37","ESP","Spain",26.8,18.9675949049693,7.2507408394454,475.546434822159,181.787093898465,161.595267641921
"38","SWE","Sweden",23.1,14.9582860440026,7.20189390915892,596.977018769912,287.423648855189,107.699338988868
"39","CHE","Switzerland",23.7,17.8959719397108,6.84776740879422,1155.54488529411,442.161098127186,161.340242320847
"40","TJK","Tajikistan",29.3,21.4511914734167,3.79331174252577,30.71912246158,5.43220212723401,465.500357719967
"41","TUR","Turkey",30.6,23.103869218638,11.4424919197942,266.031555358865,131.755590104727,101.912917051494
"42","GBR","UK",35.9,25.7075828809976,8.9189927043235,1037.67926275724,360.012600826846,188.234150797498
"43","UKR","Ukraine",19.6,15.8993120695355,21.9274772592585,29.7157163181996,40.9823199242942,-27.4913758589245
"44","UZB","Uzbekistan",19.1,13.4919053540257,23.2437375580726,19.3210476594729,33.2861333784704,-41.9546649056877
